ResponseTime PretioWithLB.client[0].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[1].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[2].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[3].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[4].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[5].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[6].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[7].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[8].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),,ResponseTime PretioWithLB.client[9].app[0] (#0 - TEST-Bursty-10-runs-Scheduling-is-on-QDrop-is-on-new2-0-20230801-02:45:35-234655),
1737.186089584289,197.0144176398299572,1728.179784413189,87.97154044437499415,1217.197832996306,72.0187095179049945,1088.185272144208,80.00331999565898375,2208.176312525564,182.9627145645100077,897.19792828879,41.02386967361199755,1880.23465523341,120.0873907892599841,840.184511493805,39.989279272801994,577.825630110146,32.19341669184998967,1393.209834811264,160.9892463451899965
1865.216205262855,128.0301156785699843,1840.189516167911,112.0097317547199789,1701.407996282122,384.2101632858199295,1280.215685453776,92.0304133095679898,2473.1868177266,165.010505201039961,976.222845587705,79.0249172989149995,1986.832510990903,106.5978557574899806,1040.236961178545,100.052449684739997,609.621743247955,31.79611313780900145,1512.185767365011,118.9759325537499985
2009.164669097818,143.9484638349599657,1968.18661372336,127.9970975554499825,1848.215766428291,146.807770146169957,1392.198544701071,111.9828592472899795,2577.218024276164,104.031206549559982,1072.230152378999,96.0073067912939844,2097.170696833933,110.3381858430300036,1097.641682083305,57.40472090475999755,633.818081637116,24.19633838916099925,1680.187229504286,168.0014621392699602
2120.154971088891,110.9903019910699978,2081.206295999311,113.0196822759500033,1929.442760248955,81.22699382066400605,1497.184249321293,104.9857046202199906,2704.213334799581,126.9953105234199876,1289.203977627234,116.9738252482399895,2336.194653311452,139.0239564775199591,1137.578625314987,39.93694323168199375,680.26131874425,46.4432371071339956,2017.196193965556,237.0089644612700102
2200.178518170835,80.02354708194400215,2185.179069369157,103.9727733698499886,2360.371137664953,430.928377415999988,1584.192548891328,87.0082995700350064,2912.194226964837,107.9808921652600016,1384.228529829817,95.024552202582981,2449.188234987287,112.9935816758400048,1185.187722948306,47.6090976333189955,816.278695816123,36.01737707187299962,2193.197871502122,176.0016775365700133
2281.193873813777,81.0153556429419833,2280.185577139741,95.0065077705839938,2744.626092498388,384.2549548334300187,1697.220402814203,113.0278539228699794,3209.195153771211,197.0009268063699887,1441.223907518817,56.9953776889999942,2528.438430280751,79.2501952934640028,1265.149423838165,79.96170088985900265,841.658976313,25.38028049687699897,2289.172911431312,95.9750399291899891
2408.204623724711,127.0107499109300018,2433.171306588987,152.9857294492499585,2889.185727346861,144.559634848470011,1808.199306257882,110.9789034436799961,3693.443852792961,384.2486990217499832,1513.226382814255,72.0024752954379889,2953.19588703114,424.7574567503900187,1337.191178871525,72.04175503336000435,881.635314795264,39.97633848226399765,2384.210870904385,95.0379594730729873
2672.153959030322,163.9493353056099628,2553.184854962523,120.0135483735400038,3008.1784093778,118.9926820309399882,1881.184646649203,72.98534039132098855,3920.13185040302,226.687997610059994,1600.191496109811,86.96511329555599415,3201.155131128908,147.9592440977700102,1393.205090803164,56.01391193163900065,921.235391851344,39.60007705607999617,2520.179631238429,135.9687603340399841
2760.203159353618,88.04920032329599125,2673.192275562264,120.0074205997399868,3296.196079986814,188.0176706090099962,1953.185414824177,72.00076817497398435,4136.209186957945,216.0773365549200087,1673.201822265365,73.010326155553997,3289.140615725663,87.98548459675498605,1481.14420659628,87.939115793116002,952.276587423722,31.041195572378001,2609.158406564428,88.978775325998981
2905.150227840092,144.9470684864699587,2755.728517765954,82.5362422036899939,3442.252367450502,146.0562874636900113,2033.234492639725,80.0490778155480026,4545.162430719549,408.9532437615999905,1754.427160260443,81.2253379950779785,3400.182783477615,111.042167751949989,1553.16741086739,72.0232042711099891,985.227177839226,32.95059041550399562,2713.138849284364,103.9804427199399864
3034.853081806749,129.7028539666599722,2856.132891315409,100.4043735494599896,3568.181928424563,125.9295609740599951,2121.161790256862,87.9272976171369859,4728.197959875605,183.0355291560599647,1864.193131421031,109.7659711605899981,3481.20617793115,81.02339445353499015,1641.209565285813,88.04215441842299535,1017.660542469195,32.43336462996899157,2816.17969796472,103.0408486803599994
3153.191845166905,118.3387633601599868,2945.169680942508,89.0367896270989828,3673.201182212766,105.0192537881999892,2176.200964433942,55.0391741770799994,4840.212208708865,112.0142488332599834,1944.181131127349,79.98799970631799255,3585.211355535568,104.0051776044199978,1704.167974571206,62.95840928539300285,1057.624091748554,39.96354927935900025,2929.14747053055,112.9677725658299888
3248.177743368264,94.9858982013589919,3049.199944085456,104.0302631429499907,3792.190361617792,118.9891794050300001,2201.169000282661,24.96803584871899765,4905.165697972108,64.953489263243,2024.2088997481,80.0277686207510041,3697.176253998304,111.964898462739995,1769.220373256731,65.0523986855249914,1193.824224330415,36.20013258186099837,3048.182688990662,119.0352184601100016
3345.184178239912,97.0064348716479965,3139.776219066396,90.5762749809399845,3961.206652323785,169.0162907059900016,2248.213476240275,47.04447595761399705,4992.185536139308,87.01983816719999215,2104.193052733151,79.98415298505099675,3816.176490121764,119.0002361234599841,1841.199308741975,71.9789354852439939,1233.226351153434,39.40212682301900295,3120.470831286157,72.28814229549499235
3432.156348204343,86.97216996443100315,3377.204331488762,137.428112422369963,4088.179421791427,126.9727694676400057,2296.198416657045,47.9849404167700014,5105.189511990888,113.00397585157998,2304.205750835876,100.0126981027199801,4001.196445612899,185.0199554911299621,1920.221881112692,79.02257237071700015,1361.757850502271,28.5314993488369949,3545.296314498666,424.8254832125099925
3537.208150318238,105.0518021138900051,3489.243017890373,112.0386864016099931,4481.232288243925,393.0528664524999827,2352.170274111517,55.97185745447200115,5203.873942397077,98.6844304061889941,2393.162670568593,88.9569197327169828,4264.194357124788,162.9979115118899806,2000.173521954938,79.95164084224597875,1400.223858021855,38.4660075195839964,3760.181510005951,114.8851955072900064
3625.518215342455,88.3100650242169816,3616.208063081195,126.9650451908200063,4673.207016615832,191.9747283719099746,2434.426377867519,82.25610375600200505,5601.237498494913,397.3635560978399315,2465.16619118715,72.00352061855699015,4360.214427927392,96.0200708026039816,2081.213314148885,81.0397921939469935,1425.65073963184,25.42688160998499557,3888.176332181463,127.9948221755099945
3721.174221371383,95.6560060289280041,3896.160784822411,179.9527217412199882,4792.182339234088,118.9753226182599798,2529.185568055816,94.7591901882969975,5769.167370274738,167.9298717798199613,2561.201890498105,96.0356993109549816,4457.197100589989,96.9826726625969965,2152.184025705469,70.9707115565840068,1465.637504753633,39.98676512179299877,4040.158193932744,151.9818617512800068
3913.196761043684,192.0225396723000125,4064.225800982513,168.0650161600999577,4896.196898588744,104.0145593546599795,2625.20333678884,96.0177687330239844,5992.209947074968,123.0425768002299942,2641.18739478902,79.98550429091500255,4584.211388228877,127.0142876388899816,2361.152919588126,108.9688938826599834,1505.245800286583,39.60829553294999515,4169.127803149924,128.9696092171799928
4032.172837406815,118.9760763631300047,4177.14969945641,112.9238984738999813,4984.185002734558,87.9881041458139914,2712.188507514337,86.98517072549699905,6409.479206148812,417.2692590738399742,2720.211445084027,79.02405029500698655,4696.143939036557,111.9325508076800016,2440.207927858568,79.0550082704419876,1531.930514271219,26.68471398463599785,4401.19036491721,132.0625617672899917
4153.201894357851,121.0290569510399901,4280.153204808966,103.0035053525599831,5089.142570262419,104.9575675278599929,2913.16069425488,100.9721867405399958,6617.210957420365,207.7317512715499666,2784.202157507859,63.9907124238319936,4824.19435824726,128.0504192106999991,2513.220886334184,73.0129584756159883,1569.21548315843,37.28496888721099352,4513.175292238588,111.9849273213799843
4256.16878249261,102.9668881347599833,4371.575318059594,91.422113250628001,5329.173221855267,140.0306515928500056,2961.227031618047,48.0663373631669939,6737.193005812828,119.9820483924600008,2833.211351532958,49.00919402509899195,4915.60788442368,91.41352617641999215,2593.19941451584,79.97852818165600265,1608.263774356387,39.04829119795699892,4688.201480191086,175.0261879524999806
4344.198997997348,88.030215504737981,4475.594708279969,104.019390220379989,5417.191049329239,88.0178274739720048,3017.194157235983,55.96712561793599125,6856.14617668074,118.9531708679099888,2952.208182795923,118.9968312629700046,5001.201774961969,85.59389053828900235,2673.214823610173,80.0154090943329944,1648.212106919747,39.94833256335999737,4809.207060009814,121.0055798187299838
4448.193286950049,103.9942889527000031,4585.175385458287,109.5806771783200016,5496.188926621118,78.99787729187900675,3192.177740723047,74.98358348706398125,6937.160591097362,81.0144144166220028,3041.193020167315,88.9848373713919895,5113.177973236415,111.9761982744499841,2752.180939786987,78.96611617681398315,1673.697935438131,25.48582851838399667,5041.160349508968,131.9532894991500025
4601.210027888434,153.0167409383799957,4784.160379303935,198.9849938456499665,5576.162071518457,79.9731448973389828,3249.178369415245,57.0006286921979919,7056.16919804133,119.0086069439699935,3120.179734702694,78.98671453537897915,5224.164324981145,110.9863517447300008,2808.172486514322,55.99154672733499165,1712.243931953989,38.54599651585799317,5160.211785375304,119.05143586634
5025.263197180826,424.0531692923899507,5201.19451152235,417.0341322184099217,5616.431306575803,40.26923505734599455,3328.168297043922,78.98992762867698015,7195.438742679031,139.2695446376999935,3200.167795988003,79.9880612853089869,5297.486046398916,73.3217214177709875,2865.181713286498,57.0092267721759922,1745.836790188367,33.59285823437799925,5272.206404651069,111.9946192757699915
5208.174084774973,182.9108875941499825,5585.440374930161,384.2458634078100187,5729.169510119614,112.7382035438099873,3385.177367592726,57.0090705488039899,7363.411883437139,167.9731407581099908,3257.193149398217,57.0253534102139949,5377.44597165594,79.9599252570239966,2969.188648391416,104.0069351049199892,1777.601269466615,31.76447927824799667,5384.204532924535,111.9981282734700012
5322.278142912745,114.104058137769982,5744.176565838473,158.7361909083099926,5817.191747902458,88.02223778284400125,3465.194891537903,80.01752394517700355,7472.154934071348,108.7430506342099926,3313.194917648491,56.00176825027399705,5464.188508557876,86.7425369019360058,3056.220843434423,87.032195043006993,1809.23033540638,31.6290659397649988,5449.526954972306,65.32242204777099885
5752.254410290405,429.97626737765995,5832.184727022818,88.0081611843449988,5899.431348189593,82.23960028713500465,3536.182143048822,70.9872515109189803,7553.413179995288,81.25824592393999485,3384.237477948084,71.04256029959299175,5544.19193490633,80.00342634845398475,3104.188672349622,47.96782891519899285,1848.259153096753,39.02881769037300317,5505.521967205946,55.9950122336399969
5872.194929666025,119.9405193756199987,5921.21383368177,89.0291066589520025,6048.228351400659,148.797003211069977,3617.186568164683,81.00442511586098215,7704.125752048322,150.7125720530299866,3481.206211224539,96.9687332764549976,5600.195004019517,56.00306911318699555,3161.23011868049,57.04144633086799815,1881.595528814787,33.33637571803399157,5753.165352687937,147.6433854819899801
6041.201127946707,169.0061982806799952,6049.233009630829,128.0191759490600128,6377.171576939798,228.9432255391399726,3697.208009590723,80.02144142603998465,7824.155659978567,120.0299079302500043,3560.212615843228,79.00640461868900355,5696.198039330897,96.0030353113799886,3361.204908577942,99.9747898974519837,1912.193739553827,30.59821073903999877,5865.222437078468,112.0570843905299792
6273.185059604518,131.9839316578099893,6136.174280087518,86.9412704566889826,6504.173124810551,127.0015478707499875,3769.207336604602,71.99932701387899635,7969.182165829188,145.0265058506199687,3633.209942845413,72.9973270021849881,6112.228146418183,416.0301070872899337,3448.185350947625,86.98044236968300385,1945.242430792495,33.04869123866799887,5977.169003901628,111.9465668231599973
6393.185650909879,120.0005913053599892,6232.194402712944,96.0201226254259833,6625.171319028826,120.9981942182799907,3849.166360755053,79.95902415045100015,8112.141560542025,142.9593947128399798,3712.210343387362,79.00040054194900535,6249.1969203309,136.9687739127199956,3544.177433605139,95.9920826575140036,1985.914518473378,40.67208768088299555,6089.214861490241,112.0458575886100045
6704.181969926668,210.9963190167899815,6345.178501115302,112.9840984023599898,6729.184242538877,104.0129235100500008,3920.200654858095,71.03429410304198615,8232.184110310883,120.0425497688599986,3785.20231107352,72.9919676861580054,6369.211792754856,120.0148724239599852,3625.18668843548,81.00925483034100665,2024.266489656263,38.35197118288499482,6144.179450494403,54.96458900416199335
6832.181537013288,127.9995670866200038,6472.196494603481,127.0179934881799961,6825.202477891368,96.0182353524909896,3961.192468073432,40.99181321533698945,8377.192002244094,145.0078919332099753,3864.209455581897,79.00714450837699565,6488.192226432538,118.9804336776799968,3680.399847231996,55.21315879651599785,2065.275589551092,41.00909989482899205,6280.192415912754,136.012965418350006
6952.200442986759,120.0189059734699976,6673.137698761895,200.941204158409959,6944.209604872674,119.0071269813099941,4033.200575990069,72.00810791663698725,8507.059621693204,129.8676194491100085,3928.187462465842,63.9780068839449993,6602.800439523044,114.6082130905099911,3776.180582002624,95.7807347706279866,2096.242376265002,30.9667867139099967,6425.189793141277,144.9973772285200078
7080.119845615241,127.9194026284799857,6842.424753623294,169.2870548614000078,7049.180557605866,104.9709527331899888,4097.235761759566,64.0351857694969906,8936.225850987191,429.166229293989999,4001.199481232769,73.0120187669269851,7032.225652122783,429.4252125997400055,3856.195145032713,80.01456303008899315,2129.218983763936,32.97660749893400112,6552.132841839589,126.9430486983099792
7248.197763969453,168.0779183542099981,7129.222809564027,186.7980559407299658,7456.369416334578,407.1888587287099865,4177.19783444467,79.9620726851040044,9088.191179827347,151.9653288401599975,4081.210129982352,80.0106487495829978,7169.205813670005,136.9801615472200063,4049.231266639479,93.0361216067659878,2264.254539848119,35.03555608418299967,6680.202358163699,128.069516324109997
7400.165581321854,151.9678173524000038,7264.203610693309,134.9808011292799956,7673.21862947928,216.849213144700001,4288.150620536157,110.952786091489997,9208.168865012709,119.9776851853600016,4144.179994620071,62.9698646377189985,7296.184243395704,126.9784297256999816,4248.196564092553,98.9652974530739864,2296.264135390526,32.00959554240699832,6913.155256502663,232.952898338959982
7497.155433167629,96.9898518457749783,7409.188174465539,144.9845637722299891,7785.166818967139,111.9481894878599914,4377.177904686335,89.0272841501779904,9312.214996422863,104.0461314101499962,4192.198522965772,48.018528345701,7451.598488376379,155.414244980669991,4344.207284687104,96.0107205945510028,2329.638380942452,33.37424555192599475,7065.173283189591,152.0180266869299993
7625.202243717666,128.0468105500399923,7521.200318877406,112.0121444118699966,7920.197946867098,135.0311278999599831,4553.200873384707,76.0229686983719828,9401.181935913755,88.96693949089200225,4257.199405647933,65.0008826821610055,7577.16316835607,125.564679979689998,4417.230821643841,73.0235369567369898,2361.818274704406,32.1798937619539912,7232.152569173991,166.9792859844000071
8032.255625139855,407.0533814221899982,7640.185045582837,118.9847267054300056,8404.456659050939,384.258712183839974,4624.194731983846,70.9938585991390025,9512.162810269745,110.980874355989982,4321.177050264771,63.97764461683799165,7696.206288530778,119.043120174709997,4472.172943782606,54.9421221387650005,2393.860252198119,32.04197749371299142,7360.227804471449,128.0752352974599825
8152.165801314922,119.9101761750700058,7752.187183976097,112.002138393259997,8568.171254092735,163.7145950418000091,4681.203660777135,57.00892879328900145,9745.186703589858,133.0238933201100048,4401.167669689374,79.9906194246029825,7808.185477965872,111.9791894350900062,4545.157352705538,72.9844089229320044,2433.250385563946,39.3901333658269975,7769.221870545323,408.9940660738699295
8257.186014041135,105.0202127262099903,7905.204647471491,153.0174634953899608,8640.197465011246,72.02621091851099755,4729.188445383733,47.98478460659799775,9872.169210945171,126.9825073553099907,4457.197703113908,56.03003342453399655,7928.181074568733,119.9955966028599898,4617.156212223238,71.99885951769999765,2472.232339250294,38.9819536863479924,7921.190144560745,151.9682740154199788
8361.213373347007,104.0273593058699926,8049.194586079215,143.9899386077199775,8705.182497954604,64.9850329433579928,4881.629656424559,52.44121104082599045,9968.176469978229,96.0072590330580051,4489.524303803627,32.3266006897190009,8041.207533520062,113.026458951329999,4792.173620729228,75.0174085059900048,2505.256374740865,33.02403549057099482,8009.213192839636,88.0230482788909964
8520.195197169463,158.9818238224600003,8288.197454578383,139.0028684991700053,8784.201626276605,79.01912832200099465,4946.268215009571,64.63855858501199215,10153.213594324584,185.0371243463599731,4561.161785305792,71.6374815021650019,8137.159511263249,95.9519777431870009,4952.216697042023,60.04307631279499435,2537.238625712512,31.98225097164699792,8099.642680349686,90.42948751004999475
8625.19382519862,104.998628029159988,8392.174602666154,103.9771480877699896,8833.480409489026,49.27878321242098975,5025.210158415659,78.9419434060880004,10313.169387692696,159.9557933681099933,4635.056890889386,73.895105583593988,8233.18669832657,96.0271870633209797,5056.219978462377,104.0032814203499921,2577.214625896105,39.97600018359300107,8337.149355631208,137.50667528151996
8697.144427776844,71.95060257822399285,8481.17289150995,88.99828884379598965,8912.218216339067,78.73780685004098205,5208.216513031185,83.0063546155259925,10505.203277467477,192.0338897747799926,4705.184601083858,70.1277101944720013,8497.165884344174,163.9791860175999996,5144.166235811068,87.94625734869100565,2617.647874535324,40.43324863921900192,8528.206587554961,191.0572319237500088
8777.173600014011,80.0291722371669888,8897.182495765724,416.009604255769999,9396.506631579741,384.2884152406700177,5273.19697656569,64.9804635345049914,10632.223102885672,127.0198254181899806,4769.176477031841,63.9918759479829899,8713.158136680661,115.9922523364899968,5248.185228903571,104.0189930924999823,2752.250672784978,34.60279824965400037,8608.176380262736,79.96979270777498505
8880.222679974002,103.0490799599899954,9008.1683343759,110.985838610179996,9780.758390895524,384.2517593157799625,5361.188363864764,87.99138729907400565,10937.152346672427,204.9292437867499633,4816.181856761909,47.00537973006800015,8920.197821542732,107.0396848620700037,5321.186616582052,73.00138767848099485,2785.646894623758,33.3962218387799935,8817.19435700416,109.0179767414199997
8961.181702730917,80.95902275691500415,9137.172989571771,129.0046551958699862,9905.162829886867,124.4044389913399863,5480.189418984133,119.0010551193699935,11056.1714223128,119.0190756403700045,4856.181377960809,39.9995211988999982,9033.206927129283,113.0091055865499921,5408.20760541475,87.0209888326979804,2825.239401536964,39.59250691320599442,9105.162441613431,187.9680846092699645
9089.187761675911,128.0060589449900016,9257.189205388632,120.0162158168599828,10033.184321522094,128.021491635230006,5568.202628679654,88.0132096955209985,11209.222303342173,153.0508810293699746,5024.182211621334,68.0008336605249891,9160.154568054909,126.947640925629997,5473.205498173947,64.9978927591969861,2856.261532971282,31.02213143431799827,9529.332549928187,424.170108314759999
9209.179370942881,119.9916092669699875,9496.231445090021,139.0422397013899735,10136.199054969751,103.0147334476600062,5624.180188631581,55.9775599519269915,11385.207660412593,175.985357070419979,5064.19223612142,40.01002450008598982,9264.220929771468,104.0663617165599813,5553.182219539653,79.9767213657059981,2884.129986174246,27.86845320296399805,9649.146820371258,119.8142704430700001
9320.161260171937,110.9818892290599871,9585.185311507119,88.9538664170979981,10264.191145425193,127.9920904554400063,5656.528098151154,32.3479095195729939,11488.207708104776,103.0000476921800039,5112.194969833886,48.0027337124659963,9344.196287194964,79.97535742349600665,5616.185890272973,63.00367073331999255,2920.24176958859,36.11178341434400332,9961.156929693278,212.0101093220200133
9408.176842262522,88.01558209058498475,9681.177569864554,95.9922583574349911,10385.188469914914,120.99732448972,5729.198807460922,72.6707093097679998,11672.204100504137,183.9963923993599897,5152.187624067257,39.9926542333709988,9432.181402035654,87.98511484068998765,5689.214399132812,73.0285088598389788,2944.240940110825,23.9991705222349977,10129.169164597531,168.0122349042499645
9513.159931095096,104.9830888325699898,9833.183463169042,152.0058933044899726,10520.186212992999,134.9977430780799632,5921.170511719759,91.97170425883697885,11808.170386965873,135.9662864617399687,5240.192658335347,88.00503426808998565,9504.445172922992,72.2637708873379834,5825.773365760444,36.55896662763200302,2976.210398544401,31.96945843357600115,10249.160869108833,119.9917045112999853
9784.194244731372,171.0343136362799891,10025.161121918881,191.9776587498399743,10688.222331723297,168.0361187302999603,6040.187461286838,119.0169495670799898,11968.187402352986,160.0170153871100062,5320.207247103692,80.0145887683449926,9600.164350358504,95.7191774355119942,5905.159241268168,79.38587550772399455,3001.255781884163,25.04538333976199727,10377.173729023381,128.0128599145500057
10184.356607063498,400.1623623321299862,10108.311049524992,83.14992760611099215,10808.182003203524,119.9596714802299852,6128.2094752575,88.02201397066198725,12088.151316743825,119.9639143908399882,5393.158710252955,72.95146314926299135,9704.177112203529,104.0127618450199801,6000.180646980937,95.0214057127689951,3025.75078124809,24.4949993639270004,10553.180113350165,176.0063843267799933
10328.195405095021,143.8387980315200132,10226.976944088867,118.6658945638699828,10928.151646600437,119.9696433969099868,6208.203646894034,79.9941716365339911,12160.176871096786,72.025554352960995,5464.176073034541,71.01736278158600125,9808.159664880037,103.982552676509982,6089.160374131471,88.9797271505339889,3161.628752564659,35.8779713165690025,10728.174965780264,174.9948524300999675
10456.163079416977,127.9676743219600036,10617.185049772741,390.2081056838699157,10993.439586451322,65.28793985088498155,6312.192482831597,103.9888359375599972,12569.25402782207,409.0771567252800187,5530.758425359759,66.58235232521798225,9889.176505038306,81.01684015826899065,6169.215464210188,80.0550900787170004,3208.256285869052,46.6275333043929974,10880.201401042293,152.0264352620299628
10568.187601689956,112.0245222729799931,11001.486509579298,384.3014598065599317,11112.225052403472,118.7854659521499907,6416.192228569942,103.9997457383399816,12953.525284977157,384.271257155089982,5721.206661259088,90.4482358993290059,10017.199519570815,128.0230145325099893,6265.2531599488,96.0376957386120009,3240.223191269572,31.96690540051999805,11192.170608206522,211.9692071642299985
10680.199492069724,112.0118903797699938,11176.198744642974,174.7122350636799971,11225.181521607076,112.9564692035999935,6489.194196278578,73.0019677086359873,13080.175457641976,126.6501726648199901,5753.16484851012,31.958187251032001,10160.190911209711,142.9913916388999831,6330.56412523186,65.3109652830599996,3273.270975080575,33.04778381100300052,11328.168043986671,135.9974357801499985
10768.216777203193,88.0172851334689878,11288.16939362424,111.9706489812699882,11336.196775788253,111.0152541811799831,6553.153022344353,63.9588260657749996,13265.168787002984,184.9933293610100113,5928.233297233146,75.0684487230259945,10321.190561965348,160.9996507556400043,6417.220184402311,86.65605917045098725,3408.258737916699,34.98776283612399125,11432.19413578981,104.0260918031399907
10889.168755139241,120.951977936049985,11425.150770844368,136.9813772201300136,11736.282604032966,400.08582824471,6619.461938056207,66.30891571185398425,13400.171831194175,135.0030441911899852,5993.18487102187,64.95157378872400475,10441.193613059464,120.003051094119996,6513.190035987345,95.9698515850339783,3441.829613948112,33.57087603141299315,11536.186223307041,103.9920875172300039
